,ReviewID,Page Type,Full Text,Rating,Segments
28759,28760,review,My nephew loves h8s new apple watch. The fact that its waterproof is a plus. Finding this on a black Friday deal was by far one of my best buys.,5,"['My nephew loves h8s new apple watch .', 'The fact', 'that its waterproof is a plus .', 'Finding this on a black Friday deal', 'was by far one of my best buys .']"
28934,28935,review,"The Apple Watch Series 6 has so many amazing features, but I think that the many different health readings it provides is what got my attention.",5,"['The Apple Watch Series 6 has so many amazing features ,', 'but I think', 'that the many different health readings', 'it provides', 'is what got my attention .']"
29281,29282,review,Replaced my Apple Watch with this gem. I like the durability and the battery life is OUT OF THIS WORLD. I took mine on a 5 day hunt. Using the \,5,"['Replaced my Apple Watch with this gem .', 'I like the durability and the battery life is OUT OF THIS WORLD .', 'I took mine on a 5 day hunt .', 'Using the \\']"
29888,29889,review,My old Apple Watch stopped charging and I was bummed to have to buy another one but so glad that I did. This watch is much faster and more clear,5,"['My old Apple Watch stopped charging', 'and I was bummed to have to buy another one but so glad', 'that I did .', 'This watch is much faster and more clear']"
30131,30132,review,Excellent cover for the Apple Watch SE. I used the space gray and it serves great. It leaves enough access that you can switch the bands easily.,5,"['Excellent cover for the Apple Watch SE .', 'I used the space gray', 'and it serves great . It leaves enough access', 'that you can switch the bands easily .']"
30345,30346,review,"This colorful band for my Apple Watch is festive, fun and functional. It's very easy to take on & off my wrist to charge my watch when needed.",5,"['This colorful band for my Apple Watch is festive , fun and functional .', 'It ' s very easy to take on & off my wrist to charge my watch', 'when needed .']"
31021,31022,review,Unfortunately my son didn't get to use you his father out did me and got him the 6.. everyone I know with an Apple Watch told the SE is better,5,"['Unfortunately my son didn ' t get to use you his father out did me', 'and got him the 6 .. everyone', 'I know', 'with an Apple Watch told', 'the SE is better']"
31882,31883,review,My wife's last apple watch lasted four years! This new one has been great so far! Hoping that we'll get at least the four years out of this one!,5,"[""My wife 's last apple watch lasted four years ! This new one has been great so far ! Hoping"", ""that we 'll get at least the four years out of this one !""]"
32220,32221,review,I love this watch!!!! Everyday I learn something new. I really wanted an Apple Watch but this one does everything I needed for a lot less money!,5,"['I love this watch ! ! ! !', 'Everyday I learn something new .', 'I really wanted an Apple Watch', 'but this one does everything I needed for a lot less money !']"
32405,32406,review,This item is perfect! Could not imagine spending more for a true Apple Watch. I love love love it. Big game changer in taking notes with my ipad,5,"['This item is perfect !', 'Could not imagine spending more for a true Apple Watch .', 'I love love love it .', 'Big game changer', 'in taking notes with my ipad']"
32480,32481,review,I have always been a watch guy. Didn't think I would like the Apple Watch but instantly loved it. Since I got it haven't worn another watch.,5,"['I have always been a watch guy .', 'Didn ' t think', 'I would like the Apple Watch', 'but instantly loved it .', 'Since I got it haven ' t worn another watch .']"
32931,32932,review,I needed a sport band and bought a cheaper band and it fell off and I broke my watch! Well I bought a new Apple Watch and a trusted watch brand!,5,"['I needed a sport band', 'and bought a cheaper band', 'and it fell off', 'and I broke my watch !', 'Well I bought a new Apple Watch and a trusted watch brand !']"
32949,32950,review,Easy to install. Velcro strap hold on very well. I wear my Apple Watch to play basketball. And it hasn't come undone. Easy to remove and wash.,5,"['Easy to install . Velcro strap hold on very well .', 'I wear my Apple Watch to play basketball .', 'And', 'it hasn ' t come undone . Easy to remove and wash .']"
33036,33037,review,Garmin -Forerunner 45 GPS heart Rate Monitor Running Smartwatch- Black is excellent watch. It is very convenient to have heath & Wellness watch.,5,"['Garmin -Forerunner 45 GPS heart Rate Monitor Running Smartwatch- Black is excellent watch .', 'It is very convenient to have heath & Wellness watch .']"
33863,33864,review,Great product and good customer service always friendly and professional the shipping really fast and safe the I'm so happy wymy Apple Watch 7,5,"['Great product and good customer service always friendly and professional the shipping really fast', 'and safe the I ' m so happy', 'wymy Apple Watch 7']"
33982,33983,review,Fitbit Versa 3 is a great affordable smartwatch. Watch is able to do most everything you ask in a smartwatch. It is an attractive watch as well.,5,"['Fitbit Versa 3 is a great affordable smartwatch .', 'Watch is able to do most everything you ask in a smartwatch .', 'It is an attractive watch as well .']"
34404,34405,review,"Loved the price compared to the other Apple Watches.\n\nEven though it was a previous Generation, still has the same functions in an Apple Watch",5,"['Loved the price', 'compared to the other Apple Watches.\\n\\nEven', 'though it was a previous Generation ,', 'still has the same functions in an Apple Watch']"
34442,34443,review,"The Fitbit Versa 2 does everything I wanted it to do and more. It has a large display, plus many other menu options. It also has a color screen.",5,"['The Fitbit Versa 2 does everything', 'I wanted it to do and more .', 'It has a large display , plus many other menu options .', 'It also has a color screen .']"
34680,34681,review,"AJ was the best salesman ever ! Patient, friendly and knowledgeable! Found exactly what I wanted . Love my new Apple Watch!\nThank you Best Buy!",5,"['AJ was the best salesman ever ! Patient , friendly and knowledgeable ! Found', 'exactly what I wanted . Love my new Apple Watch !', '\\nThank you Best Buy !']"
34846,34847,review,I love this watch band. It's easy to wear and Velco closure stays tightly closed. I bought it for my Apple Watch Series 7 and it fits perfectly.,5,"['I love this watch band .', ""It 's easy to wear and Velco closure stays tightly closed ."", 'I bought it for my Apple Watch Series 7', 'and it fits perfectly .']"
34897,34898,review,Charges my Apple Watch to full capacity without any issues and a longer cord than a regular Apple charger so it gives a bit more length. Love it,5,"['Charges my Apple Watch to full capacity', 'without any issues and a longer cord than a regular Apple charger', 'so it gives a bit more length .', 'Love it']"
35375,35376,review,I love the color! I upgraded from a first addition Apple Watch. Now I can wear this one for almost a day and a half and not need to recharge it.,5,"['I love the color !', 'I upgraded from a first addition Apple Watch .', 'Now I can wear this one for almost a day and a half', 'and not need to recharge it .']"
