,Unnamed: 0,Unnamed: 0.1,ReviewID,Page Type,Full Text,Rating,Segments,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
1130,1130,18030,18031,review,"i had the apple watch series 3 and decided to upgrade to the series 5. overall it is a great upgrade, and the battery life in my opinion is great.",5,"[ ' i had the  ' , 'and decided to upgrade to the series 5 . overall ' , 'it is a great upgrade , ' , 'and the battery life in my opinion is great . ' ]",0,0,0,0,0,0,0,1,0
1131,1131,18128,18129,review,neat watch for the price. battery life is excellent! does almost everything an apple watch does minus the text back feature. overall great product,5,"[ 'neat watch for the price . battery life is excellent ! ' , 'does almost everything an apple watch doe minus the text back feature . overall great product ' ]",0,0,0,0,0,1,0,1,0
1132,1132,18696,18697,review,i own another fitbit. this is the second one for my family and i really like the sleep analysis which apple watch still does not have to this day.,5,"[ ' i own another fitbit . this is the second one for my family ' , 'and i really like the sleep analysis ' , 'which apple watch still doe not have to this day . ' ]",0,0,0,0,0,0,0,0,0
1133,1133,18819,18820,review,"i use it more than my apple watch 4. i like using samsung pay, since i can use at more places. nice watch faces & ease of use are attractive also.",5,"[ ' i use it more than my apple watch 4 . ' , ' i like using samsung pay , ' , 'since i can use at more place . ' , 'nice watch face & ease of use are attractive also . ' ]",0,0,0,0,1,0,0,0,0
1134,1134,19244,19245,review,"i like this watch, couldnt afford an apple watch but i really only needed the fitness part of it and it's perfect. it even tracks my heart rate.",5,"[ ' i like this watch , ' , 'couldnt afford an apple watch ' , 'but i really only needed the fitness part of it and it ' s perfect . it even track my heart rate . ' ]",0,0,0,0,0,0,1,0,0
1135,1135,20121,20122,review,great apple watch and i love the always on display. nice to glance at my watch without having to raise my wrist. the battery lasts me all day too.,5,"[ 'great apple watch ' , 'and i love the always on display . nice ' , 'to glance at my watch ' , 'without having to raise my wrist . ' , 'the battery last me all day too . ' ]",0,0,0,0,0,0,0,0,0
1136,1136,20202,20203,review,works great out of the box. i like this series 5 better then the very first apple watch. the bigger 44 millimeter face is much more user friendly.,5,"[ 'works great out of the box . ' , ' i like this series 5 better then the very first apple watch . ' , 'the bigger 44 millimeter face is much more user friendly . ' ]",0,0,0,0,0,0,0,0,0
1137,1137,20271,20272,review,it's an apple watch. it does what it's supposed to and expected to do. it does have a noticeably longer battery life than the previous models.,5,"[ 'it ' s an apple watch . ' , 'it doe what it ' s supposed to and expected to do . ' , 'it doe have a noticeably longer battery life than the previous model . ' ]",0,0,0,0,0,0,0,0,0
1138,1138,20595,20596,review,"it looks and works awesome!! this one was an upgraded from an old mac and i am in love with all the new features, like unlock with my apple watch:",5,"[ 'it look and work awesome ! ! ' , 'this one wa an upgraded from an old mac ' , 'and i am in love with all the new feature , like unlock with my apple watch : ' ]",0,0,0,0,1,0,0,0,0
1139,1139,20762,20763,review,the apple watch has exceeded my expectations. i got it for fitness+ but all the other amazing things i found that it does has really surprised me.,5,"[ 'the apple watch ha exceeded my expectation . ' , ' i got it for fitness+ ' , 'but all the other amazing thing ' , ' i found ' , 'that it doe ha really surprised me . ' ]",0,0,0,0,0,0,0,0,0
1140,1140,21191,21192,review,i bought this to replace the non-apple watch. it's great for tracking steps and heart rate. it also beeps whenever someone is at my ring doorbell.,5,"[ ' i bought this ' , 'to replace the non-apple watch . ' , `` it 's great for tracking step and heart rate . `` , 'it also beep whenever someone is at my ring doorbell . ' ]",0,0,0,0,0,0,1,0,0
1141,1141,21713,21714,review,i've been using it for about 3 days on a single charge. it's much better battery life than my old apple watch which is the main reason i switched.,5,"[ `` i 've been using it for about 3 day on a single charge . `` , `` it 's much better battery life than my old apple watch '' , 'which is the main reason ' , ' i switched . ' ]",0,0,0,0,0,0,0,0,0
1142,1142,22242,22243,review,love the watch looks exactly like the photo. it's reasonable for the price and does similar things an apple watch does for an affordable price !,5,"[ 'love the watch look exactly like the photo . ' , 'it ' s reasonable for the price ' , 'and doe similar thing ' , 'an apple watch doe for an affordable price ! ' ]",0,0,0,0,1,1,0,0,0
1143,1143,23221,23222,review,"i love my macbook pro! it's so easy to use, and i love the touch recognition and connection to the apple watch to unlock the screen. great laptop!",5,"[ ' i love my macbook pro ! ' , `` it 's so easy to use , '' , 'and i love the touch recognition and connection to the apple watch ' , 'to unlock the screen . great laptop ! ' ]",0,0,0,1,0,0,0,0,0
1145,1145,24483,24484,review,order came earlier than scheduled and i love my watch and airpods. would definitely order again ! also bought an apple watch that is great as well,5,"[ 'order came earlier than scheduled ' , 'and i love my watch and airpods . ' , 'would definitely order again ! also bought an apple watch ' , 'that is great a well ' ]",0,0,0,0,0,0,0,0,0
1146,1146,24552,24553,review,i enjoy the watch and wear it daily. it is really addicting trying to close all of your rings!! great value for an earlier generation apple watch.,5,"[ ' i enjoy the watch ' , 'and wear it daily . ' , 'it is really addicting trying to close all of your ring ! ! great value for an earlier generation apple watch . ' ]",1,0,0,0,0,0,0,0,0
1147,1147,24799,24800,review,i get compliments every time i wear it. dresses up my apple watch for a professional atmosphere. people are shocked when i tell them of low price.,5,"[ ' i get compliment every time ' , ' i wear it . ' , 'dresses up my apple watch for a professional atmosphere . ' , 'people are shocked ' , 'when i tell them of low price . ' ]",0,0,0,0,0,0,0,0,0
1149,1149,26700,26701,review,"love it, replace of my apple watch 2 and it is so much faster, battery life seems to be similar tho. i think the workout counting is more accurate",5,"[ 'love it , replace of my apple watch 2 ' , 'and it is so much faster , ' , 'battery life seems to be similar tho . ' , ' i think ' , 'the workout counting is more accurate ' ]",0,0,0,0,0,0,0,0,1
1150,1150,26904,26905,review,"i really took my time in buying an apple watch but i am so glad i did! i love this watch so much, it was easy to set up and now i use it everyday.",5,"[ ' i really took my time ' , 'in buying an apple watch ' , 'but i am so glad ' , ' i did ! ' , ' i love this watch so much , ' , 'it wa easy to set up ' , 'and now i use it everyday . ' ]",0,0,0,1,0,0,0,0,0
1152,1152,27324,27325,review,i'm in love with my apple watch i use it more for exercises to track my step and calories... i would definitely recommend this to everyone love it,5,"[ `` i 'm in love with my apple watch i use it more for exercise '' , 'to track my step and calorie ... ' , ' i would definitely recommend this to everyone love ' , 'it ' ]",0,0,0,0,0,0,0,0,0
1153,1153,27865,27866,review,"i don't know how i lived without an apple watch all my life. really great for jumpstarting a new, healthy lifestyle. don't regret this buy at all!",5,"[ `` i do n't know '' , 'how i lived ' , 'without an apple watch all my life . really great for jumpstarting a new , healthy lifestyle . ' , `` do n't regret this buy at all ! '' ]",0,0,0,0,0,0,0,0,0
1154,1154,28577,28578,review,haven't used it yet but i'm sure my son will love it! i have a newer apple watch and if it's just as good i'm sure it will meet his needs.,5,"[ 'haven ' t used it yet ' , 'but i ' m sure my son will love it ! ' , ' i have a newer apple watch ' , 'and if it ' s just a good i ' m sure ' , 'it will meet his need . ' ]",0,0,0,0,0,0,1,0,0
1155,1155,28725,28726,review,best apple watch yet. bought this for my daughter and now i'm wishing i would have got it for myself instead. will definitely be upgrading soon.,5,"[ 'best apple watch yet . bought this for my daughter and now i ' m wishing ' , ' i would have got it for myself instead . will definitely be upgrading soon . ' ]",0,0,0,0,0,0,0,0,0
1156,1156,28793,28794,review,love my new apple watch but there times i which i had gotten the cellular version. definitely consider that aspect when deciding on getting ozone.,5,"[ 'love my new apple watch but there time i ' , 'which i had gotten the cellular version . definitely consider that aspect ' , 'when deciding on getting ozone . ' ]",0,0,0,0,0,0,0,0,0
1157,1157,29054,29055,review,"this has saved our daughters apple watch on a few occasions, especially when she forgot to take it off before catching lessons or a softball game.",5,"[ 'this ha saved our daughter apple watch on a few occasion , ' , 'especially when she forgot to take it off before catching lesson or a softball game . ' ]",0,0,0,0,0,0,0,0,0
1158,1158,29932,29933,review,upgraded from an apple watch series 3 and it was a great choice. it is so fast compared to the series 3 and that bigger display is a game changer!,5,"[ 'upgraded from an  ' , 'and it wa a great choice . ' , 'it is so fast ' , 'compared to the series 3 ' , 'and that bigger display is a game changer ! ' ]",0,0,0,0,0,0,0,0,0
1159,1159,30100,30101,review,i'm super pleased with these chargers. they work great with my fitbit versa 2. for the price of the two chargers i highly recommend buying them.,5,"[ ' i ' m super pleased with these charger . ' , 'they work great with my fitbit  . ' , 'for the price of the two charger i highly recommend buying them . ' ]",0,0,0,0,0,1,0,0,0
1160,1160,30145,30146,review,"i cannot believe how nice this is, especially for the price. it even came with an extra little bar. fits my fitbit versa nicely. highly recommend!",5,"[ ' i can not believe ' , 'how nice this is , especially for the price . it even came with an extra little bar . fit my  nicely . ' , 'highly recommend ! ' ]",0,0,0,0,0,1,0,0,0
1162,1162,30365,30366,review,"purchased an apple watch for my wife's birthday, she absolutely loved it. watch works great, battery life could be better, but not a deal breaker.",5,"[ `` purchased an apple watch for my wife 's birthday , '' , 'she absolutely loved it . ' , 'watch work great , battery life could be better , but not a deal breaker . ' ]",0,0,0,0,0,0,0,0,0
1163,1163,30830,30831,review,we upgraded from the apple watch 3 and new health-monitoring features. we loved our apple 3 watches and this se has everything the 3 has and more.,5,"[ 'we upgraded from the apple watch 3 and new health-monitoring feature . ' , 'we loved our apple 3 watch ' , 'and this se ha everything the 3 ha and more . ' ]",0,0,0,0,0,0,0,0,0
1164,1164,31613,31614,review,"you can not go wrong with an apple watch. voice texting, phone calls, camera remote, fitness tracker, etc... a very nice, well thought out device.",5,"[ 'you can not go wrong with an apple watch . ' , 'voice texting , phone call , camera remote , fitness tracker , etc ... a very nice , well thought out device . ' ]",0,0,0,0,0,0,0,0,0
