Key,Feature
8668,hurt american
8669,hurt american people
8670,people realize
8671,realize think
8672,think right
8673,vaccine sir
8674,depend god
8675,fight virus
8676,system fight virus
8677,pushing poison
8678,banned need
8679,help u need
8680,mrna vaccine unsafe
8681,save vaccine
8682,disease survival
8683,disease survival rate
8684,okay vaccine
8685,lose lose
8686,lying u
8687,please stop vaccine
8688,u choose
8689,must go
8690,call crazy
8691,crazy vaccine
8692,vaccine stated
8693,stop never
8694,covid rollout
8695,one talking
8696,die covid
8697,given deep
8698,given deep state
8699,drink bleach
8700,get fact
8701,nobody right
8702,right said
8703,said vaccine safe
8704,autism come
8705,cause autism come
8706,food thought
8707,food thought vaccine
8708,thought vaccine
8709,thought vaccine cause
8710,come along
8711,prescription drug
8712,side effect yet
8713,yet take
8714,andrew cuomo
8715,andrew cuomo worst
8716,anthony fauci
8717,anthony fauci worst
8718,cuomo worst
8719,cuomo worst governor
8720,expert u
8721,expert u history
8722,fauci worst
8723,fauci worst expert
8724,governor person
8725,governor person new
8726,history andrew
8727,history andrew cuomo
8728,history anthony
8729,history anthony fauci
8730,history vaccinate
8731,house representative
8732,house representative state
8733,nancy pelosi
8734,nancy pelosi worst
8735,new york state
8736,pelosi worst
8737,pelosi worst speaker
8738,person new
8739,person new york
8740,representative state
8741,representative state history
8742,speaker house
8743,speaker house representative
8744,state history
8745,state history andrew
8746,state history anthony
8747,u history
8748,u history vaccinate
8749,worst expert
8750,worst expert u
8751,worst governor
8752,worst governor person
8753,worst speaker
8754,worst speaker house
8755,york state
8756,york state history
8757,take vaccination
8758,government big pharma
8759,many people want
8760,one yet
8761,people want take
8762,take mine
8763,trust government big
8764,hippocratic oath
8765,sheep ready
8766,gate vaccine microchip
8767,take conspiracy
8768,gonna develop
8769,bullshit like
8770,one take
8771,take vaccine one
8772,anti vax argument
8773,doctor getting
8774,pro vax
8775,pro vax anti
8776,vax anti
8777,vax anti vax
8778,vax argument
8779,deep state gonna
8780,gonna put
8781,gonna put microchip
8782,state gonna
8783,bill gate soros
8784,control chip vaccine
8785,pedophile ring
8786,talking deep
8787,talking deep state
8788,bad health
8789,weather vaccine
8790,cult follower
8791,trump cult
8792,vaccine foh
8793,everything need
8794,everything need know
8795,take vaccine camera
8796,tell everything
8797,tell everything need
8798,vaccine camera
8799,anyone get vaccine
8800,flu much
8801,rate flu
8802,survival rate flu
8803,would anyone get
8804,group people
8805,people wrong
8806,hell yeah
8807,time read
8808,deep state thing
8809,safe mask
8810,safe mask work
8811,state thing
8812,vaccine safe mask
8813,work science
8814,theory also
8815,like anyone
8816,said get
8817,anything covid
8818,death year
8819,le death
8820,past year
8821,rate le
8822,survival rate le
8823,agree vaccine
8824,autism debunked
8825,based lie
8826,cause autism debunked
8827,claim vaccine cause
8828,drinking kool
8829,drinking kool aid
8830,make sense statist
8831,manipulate people
8832,manipulate people actually
8833,people actually work
8834,sense statist
8835,sense statist vaccine
8836,statist vaccine
8837,statist vaccine manipulate
8838,vaccine manipulate
8839,vaccine manipulate people
8840,vaccine government
8841,graham marco
8842,graham marco rubio
8843,marco rubio
8844,micro chipping
8845,second vaccine
8846,dont want vaccine
8847,want vaccine dont
8848,get white
8849,get white house
8850,ready go
8851,fun people think
8852,people smart
8853,big one
8854,people thinking
8855,swamp big
8856,trying fight
8857,people suffer
8858,unfortunately people
8859,vaccine early
8860,anyone try
8861,good bad
8862,put needle
8863,stamp approval
8864,try put
8865,decade vaccine
8866,long way
8867,vaccine clue
8868,pushing new
8869,day day
8870,bill gate china
8871,clinton biden
8872,gate china
8873,vaccine human
8874,trump one
8875,first time
8876,know like
8877,would know
8878,found right
8879,continue comply
8880,back deep
8881,back deep state
8882,country back deep
8883,democrat republican
8884,adult son
8885,stop promoting
8886,covid still
8887,attempting cause
8888,attempting cause uprising
8889,bait dem
8890,bait dem attempting
8891,cause uprising
8892,cause uprising vaccine
8893,dem attempting
8894,dem attempting cause
8895,end lockdown need
8896,lockdown need
8897,lockdown need another
8898,need another
8899,need another reason
8900,take bait
8901,take bait dem
8902,uprising vaccine
8903,uprising vaccine end
8904,vaccine end lockdown
8905,force mask
8906,safe effective vaccine
8907,vaccine course
8908,go anywhere
8909,yet go
8910,get flu vaccine
8911,percent population
8912,vaccine stupid
8913,live live
8914,belief deep
8915,belief deep state
8916,state conspiracy theory
8917,could saline
8918,could saline know
8919,feel way
8920,many feel
8921,real vaccine could
8922,saline know
8923,think wait
8924,bullshit people
8925,either way vaccine
8926,injection either
8927,saline injection
8928,cut line
8929,matter believe
8930,point saying
8931,proof vaccine cause
8932,short term
8933,suggesting vaccine
8934,vaccine autism
8935,done research
8936,people controlled
8937,u lizard
8938,u lizard people
8939,child sick
8940,forcing vaccine
8941,sick evil
8942,happens vaccine
8943,injecting rushed
8944,injecting rushed vaccine
8945,vaccine harmful side
8946,bill melinda
8947,bill melinda gate
8948,could vaccine
8949,effect stop
8950,side effect stop
8951,cover blown
8952,deep state cover
8953,got vaccine deep
8954,state cover
8955,get fucking
8956,vaccine afraid
8957,putting covid
8958,putting covid vaccine
8959,face diaper
8960,thanks like
8961,freedom back
8962,right covid
8963,boy glory
8964,boy glory hole
8965,bright side republicon
8966,chinese magic
8967,chinese magic microchip
8968,chipped chinese
8969,chipped chinese magic
8970,even know location
8971,every movement even
8972,favorite pool
8973,favorite pool boy
8974,fucker getting
8975,fucker getting chipped
8976,getting chipped chinese
8977,glory hole
8978,graham favorite
8979,graham favorite pool
8980,hoax virus vaccine
8981,know location
8982,know location lindsey
8983,lindsey graham
8984,lindsey graham favorite
8985,location lindsey
8986,location lindsey graham
8987,magic microchip
8988,magic microchip tracker
8989,microchip tracker
8990,microchip tracker hoax
8991,movement even
8992,movement even know
8993,pool boy
8994,pool boy glory
8995,republicon fucker
8996,republicon fucker getting
8997,side republicon
8998,side republicon fucker
8999,trace every
9000,trace every movement
9001,tracker hoax
9002,tracker hoax virus
9003,vaccine trace
9004,vaccine trace every
9005,virus vaccine trace
9006,say fuck
9007,two faced
9008,effect trust
9009,recovery rate side
9010,side effect trust
9011,mitch mcconnell
9012,relieved see
9013,sure want
9014,every one
9015,mask distance
9016,going track
9017,yep deep
9018,yep deep state
9019,get vaccine want
9020,want start
9021,said heard
9022,said heard vaccine
9023,find video
9024,another example
9025,deep state lying
9026,state lying
9027,actually getting vaccine
9028,let vaccine
9029,sense since
9030,vaccine hand
9031,shot arm
9032,covid unless
9033,trump way
9034,vaccine dr
9035,evil big
9036,evil big pharma
9037,pharma cdc
9038,time fully
9039,photo video
9040,covid must
9041,due fact
9042,education camp
9043,serum vaccine
9044,medical intervention
9045,would need
9046,get dangerous
9047,outweigh risk
9048,conspiracy hoax
9049,exactly get
9050,get vaccinated something
9051,really sure
9052,vaccinated something
9053,getting vaccine thought
9054,hospital worker
9055,patient covid
9056,thought said
9057,time come
9058,distrust government
9059,reason distrust
9060,reason distrust government
9061,year right
9062,get decide
9063,many case
9064,people around
9065,got shot
9066,get vaccine year
9067,vaccine year
9068,covid know
9069,somewhere else
9070,sound stupid
9071,especially since vaccine
9072,know answer
9073,say vaccinate
9074,go hmmmm
9075,make go hmmmm
9076,pelosi biden
9077,thing make
9078,turned antenna
9079,say part
9080,say part deep
9081,vaccine possible
9082,without trump
9083,get real vaccine
9084,got placebo
9085,none get
9086,vaccine meant
9087,contagious strain
9088,like hearing
9089,dear leader
9090,dear leader party
9091,leader party
9092,vaccine virus dear
9093,virus dear
9094,virus dear leader
9095,dna changed
9096,u stay
9097,bill barr
9098,serving deep
9099,serving deep state
9100,trump hired
9101,trump pushing
9102,would go
9103,mean vaccination
9104,vaccine allergic
9105,u stop
9106,admitting vaccine
9107,aspect life
9108,elite want
9109,elite want enslave
9110,want enslave
9111,something called
9112,called getting
9113,miracle vaccine
9114,get mrna
9115,politician first
9116,politician get
9117,ok think
9118,vaccine trick
9119,safe vaccine safe
9120,vaccine extra
9121,gotten vaccinated
9122,virus said
9123,st line
9124,create fear
9125,deep state create
9126,false narrative
9127,real pandemic
9128,state create
9129,believe science
9130,get vaccinated believe
9131,vaccinated believe
9132,afraid virus
9133,afraid virus survival
9134,control virus
9135,rate even
9136,survival rate even
9137,call hoax
9138,risk call
9139,fucker getting vaccine
9140,chip new
9141,make difference
9142,stocking supply
9143,anyone need
9144,definitely vaccine
9145,mask definitely
9146,need mask
9147,go front
9148,medical worker
9149,working covid
9150,forced take vaccine
9151,take vaccine carry
9152,vaccine kid
9153,covid vaccine implant
9154,telling covid
9155,telling covid vaccine
9156,trump would
9157,year trump
9158,allow business
9159,allow business open
9160,already vaccinated put
9161,america back
9162,america back work
9163,business open
9164,business open covid
9165,covid survivor
9166,covid survivor dont
9167,covid survivor id
9168,end lockdown allow
9169,federally issued
9170,federally issued covid
9171,id end
9172,id end lockdown
9173,issued covid
9174,issued covid survivor
9175,lockdown allow
9176,lockdown allow business
9177,need state federally
9178,need vaccine already
9179,open covid
9180,open covid survivor
9181,put america
9182,put america back
9183,state federally
9184,state federally issued
9185,survivor dont
9186,survivor dont need
9187,survivor id
9188,survivor id end
9189,vaccinated put
9190,vaccinated put america
9191,vaccine already vaccinated
9192,vaccine immoral
9193,election integrity
9194,take vaccination deep
9195,vaccinated year
9196,vaccinated year old
9197,mindless drone
9198,vaccinated still
9199,flu shot year
9200,shot year
9201,think penny
9202,trump trump
9203,getting vaccination
9204,great idea
9205,similar flu
9206,covid lie
9207,thing worry
9208,win win
